site1,site2,objective,sample_id,latitude,longitude,status,spp,dbh_cm,tree_ht_m,age,elev_m,vpd_min,vpd_max,temp_min_c,temp_max_c,temp_mean_c,precip_mm,modis_npp,cwd_1981_2010,cwd_2041_2070,sol_rad30,slope,asw_mm,aspect,forest_group,stems_ha,sum_ht_m,mean_ht_m,crown_ha,trees15_ha,basal15_m2ha,drip_ba_m2,pvt,bai50_total,bai25_total,bai10_total,bai5_total,bai50_mean,bai25_mean,bai10_mean,bai5_mean,bai50_scaled_mean,bai25_scaled_mean,bai10_scaled_mean,bai5_scaled_mean
dee,dee2,Y,070624,44.589394,-118.57349,A,ABGR,6,3,95,1463.01202,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.493866,172.5743866,186797.4688,11.83976269,99.06,8.227607727,group3,171,4236.72,24.77614035,192,522.6,24.8,0,ABGR_Warm_Dry,1932.799535,1161.038397,919.688683,542.9284716,38.6559907,46.44153588,91.9688683,108.5856943,0.379234891,0.64352051,2.188976734,2.753046181
dee,dee2,Y,070633,44.589343,-118.573512,A,PSME,7.5,7,98,1463.01202,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,186797.4688,11.83976269,99.06,8.227607727,group3,170,4211.7264,24.77486118,194,522.6,24.8,0,ABGR_Warm_Dry,3601.639628,1531.00837,286.6125243,244.9135367,72.03279256,61.2403348,28.66125243,48.98270735,0.349102674,0.123629869,-0.557002592,-0.132452824
dee,dee2,Y,070643,44.589448,-118.573525,A,PSME,33.4,24,108,1460.206461,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,186797.4688,16.70192719,99.06,6.00924778,group3,170,4150.1568,24.41268706,201,522.6,24.8,0,ABGR_Warm_Dry,51653.88797,28315.63232,18391.97824,10602.99616,1033.077759,1132.625293,1839.197824,2120.599231,0.63229526,0.801371259,2.00144576,2.479390541
dee,dee2,Y,070653,44.58946,-118.573436,A,PSME,38,24,109,1459.847786,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.493866,172.5743866,186797.4688,16.28004646,99.06,6.701009274,group3,172,4167.8352,24.2316,199,522.6,24.8,0.008874999,ABGR_Warm_Dry,67548.24821,30191.38399,16124.75742,8753.424951,1350.964964,1207.655359,1612.475742,1750.68499,0.730848655,0.512722136,1.12888503,1.339248474
dee,dee2,N,070664,44.58933,-118.573511,A,ABGR,70.9,34,142,1463.01202,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,186797.4688,11.83976269,99.06,8.227607727,group3,167,4157.1672,24.89321677,193,522.6,24.8,0.058747783,ABGR_Warm_Dry,78649.88047,47086.06503,26948.52649,13287.12737,1572.997609,1883.442601,2694.852649,2657.425473,0.76278562,1.170324107,2.235507417,2.186374672
dee,dee2,N,070671,44.589425,-118.573975,D,LAOC,77.3,38,255,1461.552314,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,186838.8281,16.34265518,99.06,9.052186012,group3,164,3995.0136,24.35983902,189,522.6,24.8,0.113175875,ABGR_Warm_Dry,52497.7097,14715.89009,3015.363461,830.3505844,1049.954194,588.6356036,301.5363461,166.0701169,0.566269418,-0.208783466,-0.691133651,-0.918727973
dee,dee2,N,070684,44.589434,-118.573738,A,ABGR,96.9,26,225,1461.003882,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,186838.8281,16.85353661,99.06,7.043579578,group3,170,4148.0232,24.40013647,195,522.6,24.8,0,ABGR_Warm_Dry,181327.2864,116418.7781,90429.04933,45098.00865,3626.545728,4656.751123,9042.904933,9019.60173,0.366948195,0.797180354,2.628916463,2.619184629
dee,dee2,N,070694,44.589357,-118.573474,A,ABGR,87.2,37,166,1462.627448,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.493866,172.5743866,186797.4688,12.42771626,99.06,8.747523308,group3,168,4182.4656,24.89562857,193,522.6,24.8,0.009189159,ABGR_Warm_Dry,120834.2489,53091.1776,26573.10491,13568.66433,2416.684977,2123.647104,2657.310491,2713.732867,0.813212124,0.520065331,1.053927077,1.110370425
dee,dee2,Y,070704,44.589562,-118.574045,A,ABGR,6.9,6,92,1458.437193,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,181532.3125,21.74166107,99.06,8.769836426,group3,154,3967.8864,25.7654961,181,522.6,24.8,0.002827433,ABGR_Warm_Dry,3632.931776,1928.452827,1236.045807,772.3467309,72.65863551,77.1381131,123.6045807,154.4693462,0.436049044,0.513295885,1.314591968,1.846842794
dee,dee2,Y,070714,44.58961,-118.574062,A,ABGR,7.8,5,101,1454.131744,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,181532.3125,20.64936256,99.06,6.880740643,group3,156,4063.2888,26.04672308,178,522.6,24.8,0.058822395,ABGR_Warm_Dry,2387.20578,1075.352086,298.4110897,172.3452597,47.74411559,43.01408343,29.84110897,34.46905194,0.479990766,0.317715189,-0.13421663,0.024556522
dee,dee2,Y,070721,44.589672,-118.57409,A,LAOC,30.5,27,120,1454.131744,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,183737.2656,20.64936256,99.06,6.880740643,group3,158,4097.4264,25.93307848,189,522.6,24.8,0.040290926,ABGR_Warm_Dry,54344.58259,33634.36344,7350.000743,3848.47739,1086.891652,1345.374538,735.0000743,769.695478,0.885897618,1.313511647,0.303755497,0.361152881
dee,dee2,Y,070733,44.589618,-118.573987,A,ABGR,48.6,30,148,1454.131744,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,181532.3125,20.64936256,99.06,6.880740643,group3,157,3978.2496,25.33916943,183,522.6,24.8,0.051934454,ABGR_Warm_Dry,82600.19667,47583.03357,28364.46963,16367.90884,1652.003933,1903.321343,2836.446963,3273.581768,0.957852204,1.253823177,2.352744649,2.867548672
dee,dee2,N,070744,44.589562,-118.573934,A,ABGR,51.5,29,161,1457.85453,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,181532.3125,20.81937218,99.06,6.21302557,group3,166,4149.852,24.99910843,190,522.6,24.8,0,ABGR_Warm_Dry,84403.64458,52532.55782,33512.69239,17625.18427,1688.072892,2101.302313,3351.269239,3525.036855,1.003473283,1.473881713,2.896807934,3.094619966
dee,dee2,N,070754,44.589589,-118.574107,A,ABGR,67.6,29,157,1459.276434,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,183737.2656,21.49763298,99.06,13.04796505,group3,153,3974.592,25.97772549,182,522.6,24.8,0.006675884,ABGR_Warm_Dry,151546.327,98668.041,48357.32181,23254.01384,3030.92654,3946.72164,4835.732181,4650.802769,1.002217512,1.593286112,2.167067534,2.047711175
dee,dee2,N,070761,44.589787,-118.573896,A,LAOC,76.2,38,233,1449.086917,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,187544.6406,9.919508934,99.06,11.08592415,group3,161,4060.2408,25.21888696,190,522.6,24.8,0.05560619,ABGR_Warm_Dry,116041.1269,60636.16255,22026.51631,9789.474142,2320.822538,2425.446502,2202.651631,1957.894828,0.780128439,0.878517361,0.668999902,0.438829328
dee,dee2,N,070771,44.589706,-118.573923,A,LAOC,34.6,29,111,1450.922712,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,181532.3125,13.805583,99.06,1.185159087,group3,163,4112.3616,25.22921227,193,522.6,24.8,0.019163715,ABGR_Warm_Dry,53740.23473,39276.15837,20393.52776,8249.867233,1074.804695,1571.046335,2039.352776,1649.973447,0.646800863,1.444589204,2.197467215,1.571477245
dee,dee2,Y,070784,44.5897333,-118.5744167,U,ABGR,8.8,11.7863864,147,1454.896869,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,183737.2656,19.00251961,99.06,38.49681091,group3,152,3897.4776,25.6413,176,522.6,24.8,0.043427269,ABGR_Warm_Dry,1947.697282,993.5867962,747.694025,485.4967021,38.95394563,39.74347185,74.7694025,97.09934043,0.450417413,0.482112941,1.888228821,2.784664112
dee,dee2,Y,070794,44.5897333,-118.5744167,U,ABGR,7.5,12.34357718,98,1454.896869,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,183737.2656,19.00251961,99.06,38.49681091,group3,152,3897.4776,25.6413,176,522.6,24.8,0.037436058,ABGR_Warm_Dry,1884.639234,698.8284362,548.0084269,364.4498806,37.69278468,27.95313745,54.80084269,72.88997611,-0.063942518,-0.389325504,0.507604979,1.11192833
dee,dee2,Y,070804,44.5897333,-118.5744167,U,ABGR,8.9,12.77858325,89,1454.896869,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,183737.2656,19.00251961,99.06,38.49681091,group3,152,3897.4776,25.6413,176,522.6,24.8,0.02853922,ABGR_Warm_Dry,3777.677201,1208.384712,712.7548023,423.6327738,75.55354403,48.33538846,71.27548023,84.72655475,0.515848205,-0.070675399,0.423660276,0.713517268
dee,dee2,Y,070814,44.5897333,-118.5744167,U,ABGR,6.7,12.98638613,101,1454.896869,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,183737.2656,19.00251961,99.06,38.49681091,group3,152,3897.4776,25.6413,176,522.6,24.8,0.045241964,ABGR_Warm_Dry,1087.044151,411.1716465,255.688257,163.0389198,21.74088302,16.44686586,25.5688257,32.60778396,0.292192322,-0.096484971,0.573233043,1.090020796
dee,dee2,N,070824,44.589656,-118.574463,A,ABGR,82.2,36,142,1458.266784,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,187490.8906,21.04572487,99.06,29.69310188,group3,152,3885.5904,25.56309474,178,522.6,24.8,0.784298606,ABGR_Warm_Dry,126974.9017,76190.43691,30081.34028,17638.74998,2539.498033,3047.617476,3008.134028,3527.749997,0.819227443,1.26099791,1.226670112,1.678435917
dee,dee2,N,070832,44.589681,-118.574934,A,PIPO,80.3,42,227,1464.120046,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,129.9667664,171.3323669,191644.7031,8.126199722,99.06,31.72321129,group3,158,3778.9104,23.91715443,183,522.6,24.8,0.072963489,ABGR_Warm_Dry,133466.5078,79243.1938,25849.20028,11523.81676,2669.330156,3169.727752,2584.920028,2304.763351,1.123239819,1.618988168,1.039613955,0.762060244
dee,dee2,N,070842,44.589095,-118.574774,A,PIPO,92.3,40,472,1468.951304,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,129.9667664,171.3323669,194712.5625,5.138088703,99.06,29.22570038,group3,159,3726.18,23.43509434,189,522.6,24.8,0.241352856,ABGR_Warm_Dry,163204.7692,81537.3189,23087.90119,12052.80661,3264.095383,3261.492756,2308.790119,2410.561322,0.621552326,0.619877176,0.006681494,0.072185314
dee,dee2,N,070851,44.59021,-118.574463,A,LAOC,49.8,31,144,1449.191096,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.3710938,172.2181702,191259.5625,7.043344498,99.06,43.67977905,group3,168,4052.9256,24.12455714,201,522.6,24.8,0.392699082,ABGR_Warm_Dry,51063.9974,19627.56506,4368.113465,2258.935808,1021.279948,785.1026024,436.8113465,451.7871616,0.25176118,-0.18903806,-0.839085676,-0.811134952
dee,dee2,N,070864,44.588699,-118.573021,A,ABGR,100.5,30,154,1467.25764,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,129.5975952,170.5792389,197416.6406,1.364627838,99.06,52.35420227,group3,188,4766.1576,25.35190213,216,522.6,24.8,0.090968742,ABGR_Warm_Dry,138614.3564,53400.8535,21565.5366,9324.539792,2772.287127,2136.03414,2156.55366,1864.907958,0.377325827,-0.212717769,-0.193688528,-0.464152764
dee,dee2,N,070871,44.5896333,-118.5740333,U,LAOC,68.4,32.39610601,249,1454.131744,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,181532.3125,20.64936256,99.06,6.880740643,group3,154,4002.9384,25.99310649,180,522.6,24.8,0.114520344,ABGR_Warm_Dry,70585.6823,36777.95949,12527.24051,6038.067253,1411.713646,1471.11838,1252.724051,1207.613451,0.319490837,0.409765101,0.07788267,0.009330452
dee,dee2,N,070882,44.589382,-118.57532,A,PIPO,79.4,41,236,1468.329352,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,129.9667664,171.3323669,194703.5313,5.431100845,99.06,27.32164955,group3,143,3352.4952,23.44402238,166,522.6,24.8,0.104379416,ABGR_Warm_Dry,169411.5949,87562.17387,31497.91959,14890.06721,3388.231899,3502.486955,3149.791959,2978.013443,1.116812342,1.208485738,0.925498281,0.787670509
dee,dee2,N,070892,44.589786,-118.574549,A,PIPO,66.1,33,212,1457.365332,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.0398102,172.1335449,186635.0469,19.11266708,99.06,39.44237518,group3,159,3951.4272,24.8517434,186,522.6,24.8,0.124721228,ABGR_Warm_Dry,185400.7559,110135.7231,36971.17184,16266.74422,3708.015117,4405.428926,3697.117184,3253.348843,1.391393112,1.892790334,1.383558174,1.064516293
dee,dee2,N,070904,44.590425,-118.574382,A,ABGR,96.8,40,174,1446.170779,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,131.3710938,172.2181702,194780.7656,6.111814976,99.06,43.13718414,group3,170,4136.4408,24.33200471,198,522.6,24.8,0.237897104,ABGR_Warm_Dry,95228.46011,45232.83292,18743.55953,8504.071402,1904.569202,1809.313317,1874.355953,1700.81428,-0.108532768,-0.190019924,-0.134378854,-0.282836006
dee,dee3,Y,070914,44.587157,-118.575161,A,ABGR,28.6,24,100,1480.123385,1.370000005,12.68999958,0.159299999,13.18999958,6.674900055,567.2489624,6307,122.320076,163.3643951,200993.4063,8.26449585,99.06,133.8022919,group3,203,5058.7656,24.92002759,232,884,31.4,0,ABLA,32931.54644,12139.75773,6187.934731,2739.217467,658.6309289,485.590309,618.7934731,547.8434933,0.342269281,-0.145874148,0.229888776,0.029740588
dee,dee3,Y,070923,44.587159,-118.575047,A,PSME,20.2,21,102,1479.096025,1.370000005,12.68999958,0.159299999,13.18999958,6.674900055,567.2489624,6307,122.320076,163.3643951,200993.4063,7.7976017,99.06,132.2701263,group3,203,5091.684,25.08218719,228,884,31.4,0.0254469,ABLA,18341.67097,6470.31019,4426.106952,2899.473878,366.8334195,258.8124076,442.6106952,579.8947755,0.394078703,-0.120535369,0.755083027,1.409106892
dee,dee3,Y,070934,44.587075,-118.575008,A,ABGR,40.4,28,97,1478.202758,1.370000005,12.68999958,0.159299999,13.18999958,6.674900055,567.2489624,6307,122.320076,163.3643951,200993.4063,7.435245991,99.06,132.7204285,group3,200,5086.1976,25.430988,229,884,31.4,0,ABLA,107339.7688,57465.71782,31726.63005,19782.69094,2146.795377,2298.628713,3172.663005,3956.538187,0.564579879,0.703194612,1.50113552,2.216766567
dee,dee3,Y,070944,44.587078,-118.575026,A,ABGR,17,14,94,1478.202758,1.370000005,12.68999958,0.159299999,13.18999958,6.674900055,567.2489624,6307,122.320076,163.3643951,200993.4063,7.435245991,99.06,132.7204285,group3,201,5115.1536,25.44852537,227,884,31.4,0,ABLA,16454.58789,5431.543521,2576.246719,1867.878837,329.0917579,217.2617408,257.6246719,373.5757674,-0.111622824,-0.571670788,-0.40562517,0.071376147
dee,dee3,N,070952,44.58724,-118.575194,A,PIPO,63.5,26,199,1482.324851,1.370000005,12.68999958,0.159299999,13.18999958,6.674900055,567.2489624,6307,122.320076,163.3643951,200993.4063,9.195773125,99.06,132.4934998,group3,198,4859.1216,24.54101818,228,884,31.4,0.086426785,ABLA,52266.71216,21218.95138,9043.90729,4313.075904,1045.334243,848.7580554,904.390729,862.6151807,-0.196854766,-0.394082404,-0.338265365,-0.380179356
dee,dee3,N,070962,44.587269,-118.575216,A,PIPO,57.5,26,205,1482.324851,1.370000005,12.68999958,0.159299999,13.18999958,6.674900055,567.2489624,6307,122.320076,163.3643951,200993.4063,9.195773125,99.06,132.4934998,group3,198,4855.7688,24.52408485,228,884,31.4,0.129312666,ABLA,37351.20433,17087.72908,6367.751955,3273.99539,747.0240867,683.5091634,636.7751955,654.799078,-0.245709945,-0.335596019,-0.40173375,-0.376226421
dee,dee3,N,070972,44.587019,-118.574713,A,PIPO,78,34,347,1476.319785,1.370000005,12.68999958,0.159299999,13.18999958,6.674900055,567.2489624,6307,122.320076,163.3643951,201383.7969,7.521687508,99.06,131.2652893,group3,197,5165.4456,26.22053604,227,884,31.4,0.155823781,ABGR_Warm_Dry,84246.51091,54582.44797,19927.29342,9730.657559,1684.930218,2183.297919,1992.729342,1946.131512,0.64916696,1.26252027,1.027982865,0.970633776
dee,dee3,N,070981,44.587172,-118.57499,A,LAOC,25.7,24,109,1479.096025,1.370000005,12.68999958,0.159299999,13.18999958,6.674900055,567.2489624,6307,122.320076,163.3643951,200993.4063,7.7976017,99.06,132.2701263,group3,200,5017.008,25.08504,236,884,31.4,0.010568318,ABLA,55972.71204,33997.10524,17504.15002,10540.21771,1119.454241,1359.88421,1750.415002,2108.043542,0.846988778,1.254175986,1.915570833,2.52124311
dee,dee3,Y,070994,44.5875833,-118.5754,U,ABGR,23,17.41948016,92,1486.860537,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,196176.6875,14.29202747,99.06,89.43136597,group3,180,4160.2152,23.11230667,212,884,31.4,0.064127822,ABGR_Warm_Dry,26220.87426,9929.253338,6389.080542,3460.483157,524.4174851,397.1701335,638.9080542,692.0966315,0.676088964,0.233856743,1.073986587,1.258836821
dee,dee3,Y,071004,44.5875833,-118.5754,U,ABGR,5.9,12.27455105,88,1486.860537,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,196176.6875,14.29202747,99.06,89.43136597,group3,180,4160.2152,23.11230667,212,884,31.4,0.048507047,ABGR_Warm_Dry,2384.908961,489.3219054,197.5750761,72.24940537,47.69817922,19.57287621,19.75750761,14.44988107,0.125563105,-0.671175744,-0.665945471,-0.816300909
dee,dee3,Y,071014,44.5875833,-118.5754,U,ABGR,5.8,10.9509523,61,1486.860537,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,196176.6875,14.29202747,99.06,89.43136597,group3,180,4160.2152,23.11230667,212,884,31.4,0.050246806,ABGR_Warm_Dry,1883.683561,626.0814026,106.0221547,51.07946911,37.67367123,25.0432561,10.60221547,10.21589382,0.102366553,-0.406127583,-0.987516589,-1.003069703
dee,dee3,Y,071024,44.5875833,-118.5754,U,ABGR,20,16.3576633,93,1486.860537,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,196176.6875,14.29202747,99.06,89.43136597,group3,180,4160.2152,23.11230667,212,884,31.4,0.080837162,ABGR_Warm_Dry,34861.39414,20233.96878,12399.03682,6991.717495,697.2278827,809.3587513,1239.903682,1398.343499,0.560691222,0.830604281,1.866979913,2.248364417
dee,dee3,N,071034,44.587498,-118.5755,A,ABGR,59.7,28,170,1489.665649,1.370000005,12.68999958,0.159299999,13.18999958,6.674900055,567.2489624,6307,124.9468231,166.4679413,196176.6875,19.57653618,99.06,105.0106964,group3,177,4125.7728,23.30945085,217,884,31.4,0.003848451,ABGR_Warm_Dry,93582.34253,35104.92569,19735.75177,10769.51565,1871.646851,1404.197027,1973.575177,2153.903129,0.44366238,0.023795209,0.535215219,0.697187228
dee,dee3,N,071044,44.587531,-118.575605,D,ABGR,70.8,27,174,1493.800243,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,196176.6875,23.10089111,99.06,107.5663147,group3,181,4184.2944,23.11764862,209,884,31.4,0,ABGR_Warm_Dry,86959.81652,40097.05433,17817.24868,8666.116322,1739.19633,1603.882173,1781.724868,1733.223264,-0.135073674,-0.256429757,-0.096932086,-0.1404306
dee,dee3,N,071052,44.587662,-118.575373,A,PIPO,67.3,30,231,1486.629704,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,189171.8281,14.06112671,99.06,78.35888672,group3,172,3897.7824,22.66152558,211,884,31.4,0.239814261,ABGR_Warm_Dry,120165.1923,65430.64355,20441.31515,8304.659122,2403.303847,2617.225742,2044.131515,1660.931824,1.115361316,1.332277573,0.751161484,0.362597971
dee,dee3,N,071062,44.587478,-118.575266,A,PIPO,66.1,28,240,1484.648653,1.370000005,12.68999958,0.159299999,13.18999958,6.674900055,567.2489624,6307,124.9468231,166.4679413,196176.6875,10.19554234,99.06,100.9472885,group3,193,4496.7144,23.29903834,223,884,31.4,0.185164686,ABGR_Warm_Dry,87173.99617,49221.70495,18767.03257,9446.829742,1743.479923,1968.868198,1876.703257,1889.365948,0.864797759,1.205665695,1.066279236,1.08542977
dee,dee3,Y,071073,44.587684,-118.575599,A,PSME,14.6,11,89,1493.431298,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,189171.8281,22.28993034,99.06,73.80680084,group3,170,3960.5712,23.29747765,196,884,31.4,0.460837085,ABGR_Warm_Dry,14591.37244,2391.875757,1593.629422,896.7487734,291.8274488,95.67503028,159.3629422,179.3497547,0.064994935,-0.737262036,-0.476780561,-0.395035152
dee,dee3,Y,071083,44.587736,-118.575662,A,PSME,17.8,14,99,1493.431298,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,187581.8594,22.28993034,99.06,73.80680084,group3,167,3877.6656,23.21955449,193,884,31.4,0.125663706,ABGR_Warm_Dry,37288.22294,13163.76174,7806.680244,3289.654659,745.7644588,526.5504694,780.6680244,657.9309317,0.668631757,0.150823238,0.751077971,0.461158919
dee,dee3,Y,071094,44.587778,-118.575611,A,ABGR,8,6,88,1491.857888,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,189171.8281,21.34636116,99.06,63.91271973,group3,169,3863.6448,22.86180355,199,884,31.4,0,ABGR_Warm_Dry,5274.530804,2083.230301,741.1723928,437.0081045,105.4906161,83.32921204,74.11723928,87.4016209,0.580004482,0.218180249,0.067778453,0.284669548
dee,dee3,Y,071104,44.58774423,-118.5755766,D,ABGR,5.9,10.62102306,93,1491.857888,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,189171.8281,21.34636116,99.06,63.91271973,group3,167,3857.5488,23.09909461,197,884,31.4,0.026433129,ABGR_Warm_Dry,2371.507869,1114.300295,726.1376729,355.9276822,47.43015739,44.57201179,72.61376729,71.18553643,0.59853461,0.474944135,1.687511427,1.625752597
dee,dee3,N,071113,44.587723,-118.575674,A,PSME,37.1,25,99,1497.48627,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,187581.8594,20.68602371,99.06,69.38709259,group3,170,3948.684,23.22755294,196,884,31.4,0.032059953,ABGR_Warm_Dry,56474.47591,20260.90385,10581.88308,4615.35021,1129.489518,810.4361542,1058.188308,923.070042,0.4852076,0.009819822,0.378969185,0.177643702
dee,dee3,N,071122,44.58625,-118.574371,A,PIPO,73.5,34,238,1463.428888,1.370000005,12.68999958,0.159299999,13.18999958,6.674900055,567.2489624,6307,122.4522476,162.3912964,201544.2656,12.33068371,99.06,148.5714569,group3,174,4249.2168,24.42078621,200,884,31.4,0.11537499,ABGR_Warm_Dry,61409.04335,29170.82882,11618.44404,6130.961006,1228.180867,1166.833153,1161.844404,1226.192201,0.507634175,0.389571617,0.379970861,0.503807024
dee,dee3,N,071132,44.586307,-118.574689,A,PIPO,64.7,32,206,1466.257664,1.370000005,12.68999958,0.159299999,13.18999958,6.674900055,567.2489624,6307,122.4522476,162.3912964,202415.5938,8.448884964,99.06,152.4952698,group3,183,4428.1344,24.19745574,206,884,31.4,0.039444267,ABGR_Warm_Dry,93745.28186,48743.62586,17807.05987,8764.32565,1874.905637,1949.745034,1780.705987,1752.86513,0.929432663,1.029411214,0.803590594,0.76639777
dee,dee3,N,071142,44.587783,-118.57553,A,PIPO,76.9,36,242,1488.52131,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,189171.8281,17.71146393,99.06,67.17453766,group3,170,3853.2816,22.66636235,197,884,31.4,0.202057029,ABGR_Warm_Dry,75562.62197,37401.5361,14099.62711,6554.421306,1511.252439,1496.061444,1409.962711,1310.884261,-0.498173945,-0.513693792,-0.601656373,-0.702879652
dee,dee3,Y,071154,44.587942,-118.575785,A,ABGR,7.7,6,94,1490.432709,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,182309.6563,20.28131294,99.06,46.16019058,group3,162,3791.1024,23.40186667,196,884,31.4,0.002290221,ABGR_Warm_Dry,1712.916952,1307.822716,847.6459944,543.6918786,34.25833904,52.31290866,84.76459944,108.7383757,0.439270583,1.098249162,2.28271213,3.157737422
dee,dee3,Y,071164,44.587986,-118.575827,A,ABGR,6.5,5,76,1493.254193,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,129.0253906,171.046936,182309.6563,22.09354401,99.06,42.0903244,group3,164,3922.1664,23.91564878,193,884,31.4,0,ABGR_Warm_Dry,7131.631151,3858.270048,2905.422483,1813.346129,142.632623,154.3308019,290.5422483,362.6692258,0.305799333,0.412607508,1.656262277,2.314805019
dee,dee3,Y,071174,44.588013,-118.575764,A,ABGR,40.6,25,160,1487.958442,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,182309.6563,17.7137928,99.06,42.03062057,group3,166,3887.724,23.4200241,192,884,31.4,0.006939778,ABGR_Warm_Dry,88851.8429,41913.19396,16786.94986,7157.32718,1777.036858,1676.527759,1678.694986,1431.465436,1.13600901,1.015727574,1.018321143,0.722456137
dee,dee3,Y,071184,44.588,-118.575751,D,ABGR,41.5,23,153,1490.432709,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,124.9468231,166.4679413,182309.6563,20.28131294,99.06,46.16019058,group3,165,3852.3672,23.34768,193,884,31.4,0,ABGR_Warm_Dry,92344.97757,35593.91804,22320.94323,12508.91968,1846.899551,1423.756722,2232.094323,2501.783936,0.722895496,0.278591786,1.12735341,1.410529886
dee,dee3,N,071191,44.588009,-118.575832,D,LAOC,23,23,113,1493.254193,1.299999952,13.29999924,-0.084100001,13.56999969,6.74489975,538.6969604,6307,129.0253906,171.046936,182309.6563,22.09354401,99.06,42.0903244,group3,163,3914.5464,24.01562209,192,884,31.4,0.001963495,ABGR_Warm_Dry,14198.3526,4883.996908,993.7360218,417.4975575,283.967052,195.3598763,99.37360218,83.49951149,0.435527236,-0.189601463,-0.866790125,-0.978782744
