site1,site2,objective,sample_id,latitude,longitude,status,spp,dbh_cm,tree_ht_m,age,elev_m,vpd_min,vpd_max,temp_min_c,temp_max_c,temp_mean_c,precip_mm,modis_npp,cwd_1981_2010,cwd_2041_2070,sol_rad30,slope,asw_mm,aspect,forest_group,stems_ha,sum_ht_m,mean_ht_m,crown_ha,trees15_ha,basal15_m2ha,drip_ba_m2,pvt,bai50_total,bai25_total,bai10_total,bai5_total,bai50_mean,bai25_mean,bai10_mean,bai5_mean,bai50_scaled_mean,bai25_scaled_mean,bai10_scaled_mean,bai5_scaled_mean
dca,dca1,Y,010013,44.35394302,-119.406807,D,PSME,65,29.5656,235,1729.208088,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.9500732,204.1569977,176657.4531,22.31668663,129.54,304.7418518,group3,166,3327.1968,20.04335422,182,699,28.5,0.106472881,ABGR_Warm_Dry,39005.0006,11030.09819,3563.850352,1821.306925,780.1000119,441.2039277,356.3850352,364.261385,-0.47490961,-0.932299919,-1.046775539,-1.036145242
dca,dca1,Y,010024,44.35387001,-119.406831,A,ABGR,40.6,19.3594874,106,1728.195164,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.9500732,204.1569977,176657.4531,22.05877876,129.54,304.6993713,group3,164,3376.8792,20.59072683,186,699,28.5,0.059259595,ABGR_Warm_Dry,102384.869,63238.42543,34529.00609,16416.26958,2047.69738,2529.537017,3452.900609,3283.253915,0.690487614,1.124673138,1.95671574,1.803847164
dca,dca1,Y,010033,44.35391896,-119.406927,D,PSME,33.2,17.79624459,124,1725.913629,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.9500732,204.1569977,175198.125,21.81625366,129.54,304.8622437,group3,164,3254.3496,19.84359512,181,699,28.5,0.085152375,ABGR_Warm_Dry,40014.08141,5736.409955,1744.148467,906.8964318,800.2816282,229.4563982,174.4148467,181.3792864,0.476424953,-0.6352247,-0.742414989,-0.728852139
dca,dca1,Y,010044,44.35393973,-119.406944,D,ABGR,15.7,9,135,1725.913629,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.9500732,204.1569977,175198.125,21.81625366,129.54,304.8622437,group3,165,3276.2952,19.85633455,184,699,28.5,0,ABGR_Warm_Dry,11935.66447,7753.71205,5791.903362,3430.953757,238.7132895,310.148482,579.1903362,686.1907515,0.783639734,1.223988314,2.882445359,3.542028951
dca,dca1,N,010054,44.35401389,-119.4057817,A,ABGR,80.7,32.2,255,1753.219274,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,154.1884155,205.9899445,176435.4219,24.20424843,129.54,313.6635132,group3,156,3364.0776,21.5646,180,699,28.5,0.041547563,ABGR_Warm_Dry,188750.457,103134.7948,48040.18085,24016.92072,3775.009141,4125.391793,4804.018085,4803.384143,1.191057858,1.405116451,1.819708293,1.819321
dca,dca1,N,010064,44.35387411,-119.4054406,A,ABGR,70.1,30,248,1769.168142,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,154.1884155,205.9899445,175047.3594,23.02907181,129.54,314.6173706,group3,158,3614.928,22.87929114,178,699,28.5,0.601477548,ABGR_Warm_Dry,93869.52557,45162.8574,22853.43251,11492.86547,1877.390511,1806.514296,2285.343251,2298.573094,0.956666744,0.877215661,1.413975124,1.428805564
dca,dca1,N,010073,44.35382299,-119.406905,A,PSME,46.7,23.1648,132,1728.195164,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.9500732,204.1569977,178268.3125,22.05877876,129.54,304.6993713,group3,165,3303.4224,20.02074182,192,699,28.5,0.061605301,ABGR_Warm_Dry,173776.8147,80897.41858,37953.88747,17042.90798,3475.536293,3235.896743,3795.388747,3408.581596,0.991386657,0.845435675,1.18619081,0.950608314
dca,dca1,N,010084,44.353911,-119.406785,A,ABGR,65.8,28.23830326,169,1729.208088,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.9500732,204.1569977,176657.4531,22.31668663,129.54,304.7418518,group3,171,3503.9808,20.49111579,186,699,28.5,0.122749677,ABGR_Warm_Dry,125532.0737,79044.21035,34552.58092,13500.20557,2510.641475,3161.768414,3455.258092,2700.041115,0.877655909,1.458971631,1.720994523,1.04674888
dca,dca1,Y,010094,44.35355,-119.4070333,U,ABGR,13.3,11.80551051,98,1731.8355,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,177282.7656,23.64796257,129.54,304.5860596,group3,161,3264.1032,20.27393292,178,699,28.5,0.04309489,ABGR_Warm_Dry,20109.72193,14774.43524,12603.54445,7266.336989,402.1944387,590.9774096,1260.354445,1453.267398,0.464985854,0.95434603,2.689494399,3.189560247
dca,dca1,Y,010104,44.35355,-119.4070333,U,ABGR,8.4,10.50234802,97,1731.8355,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,177282.7656,23.64796257,129.54,304.5860596,group3,161,3264.1032,20.27393292,178,699,28.5,0.028632697,ABGR_Warm_Dry,1770.910438,967.9369488,412.0713986,232.4275909,35.41820876,38.71747795,41.20713986,46.48551818,0.165915572,0.330807607,0.455236805,0.719041452
dca,dca1,Y,010114,44.35355,-119.4070333,U,ABGR,8.3,10.20773462,96,1731.8355,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,177282.7656,23.64796257,129.54,304.5860596,group3,161,3264.1032,20.27393292,178,699,28.5,0.025895835,ABGR_Warm_Dry,930.5221511,489.739423,218.8687911,110.2699021,18.61044302,19.58957692,21.88687911,22.05398043,0.445979633,0.553234829,0.804883349,0.823187775
dca,dca1,Y,010124,44.35355,-119.4070333,U,ABGR,15.9,12.56131691,114,1731.8355,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,177282.7656,23.64796257,129.54,304.5860596,group3,161,3264.1032,20.27393292,178,699,28.5,0.03711957,ABGR_Warm_Dry,9963.101172,3995.299094,2457.629291,1565.435513,199.2620234,159.8119638,245.7629291,313.0871026,0.745678695,0.393002775,1.161387818,1.763252936
dca,dca1,N,010132,44.35355113,-119.4069739,A,PIPO,36.2,21,311,1731.8355,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,177282.7656,23.64796257,129.54,304.5860596,group3,160,3287.5728,20.54733,184,699,28.5,0,ABGR_Warm_Dry,13197.31206,6739.892768,3378.484133,1744.12679,263.9462412,269.5957107,337.8484133,348.825358,-0.130486668,-0.083068926,0.489797089,0.581929976
dca,dca1,N,010142,44.35339153,-119.4061767,A,PIPO,91.4,38,341,1763.917635,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.9917145,210.723877,176014.7813,24.3104248,129.54,308.4204712,group3,158,3617.976,22.89858228,177,699,28.5,0.049087385,ABGR_Warm_Dry,44942.41091,23342.61147,9056.314696,4443.476503,898.8482181,933.7044588,905.6314696,888.6953006,-0.473255919,-0.402285693,-0.45944465,-0.493928109
dca,dca1,N,010152,44.35412292,-119.4058344,A,PIPO,93.2,28,561,1746.932923,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,154.1884155,205.9899445,176435.4219,23.31315041,129.54,312.749176,group3,157,3243.072,20.65650955,180,699,28.5,0.118791472,ABGR_Warm_Dry,63711.17889,32443.65616,13800.14851,5909.788171,1274.223578,1297.746246,1380.014851,1181.957634,-0.519888925,-0.500233019,-0.431488098,-0.596987778
dca,dca1,N,010162,44.35368891,-119.4071107,A,PIPO,45,26.3,138,1726.181966,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,178268.3125,21.47167397,129.54,304.9005127,group3,167,3223.8696,19.30460838,191,699,28.5,0.017671459,ABGR_Warm_Dry,59024.77056,37541.43908,16394.75061,6669.827398,1180.495411,1501.657563,1639.475061,1333.96548,0.650428838,1.268217506,1.53332374,0.945644413
dca,dca1,Y,010174,44.35336299,-119.407256,D,ABGR,13.2,10.75418085,135,1729.5876,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,177282.7656,22.38653374,129.54,304.5887756,group3,165,3247.0344,19.67899636,181,699,28.5,0.045761735,ABGR_Warm_Dry,6024.985661,2634.203135,688.0087911,343.7056301,120.4997132,105.3681254,68.80087911,68.74112602,0.565887731,0.33473891,-0.223859166,-0.224771949
dca,dca1,Y,010184,44.35332603,-119.407304,A,ABGR,25.7,15.44115404,172,1732.006206,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,178122.7656,24.06751442,129.54,305.3598022,group3,160,3167.7864,19.798665,182,699,28.5,0.045874199,ABGR_Warm_Dry,32177.05652,12245.78585,6861.887723,4122.684393,643.5411305,489.831434,686.1887723,824.5368787,1.100560385,0.583056461,1.244144833,1.709929943
dca,dca1,Y,010194,44.35333198,-119.40739,D,ABGR,25.4,14.66885592,152,1728.620664,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,179405.0625,21.81955719,129.54,305.8843689,group3,161,3126.0288,19.41632795,184,699,28.5,0.024227114,ABGR_Warm_Dry,27102.37405,14110.32015,10955.84696,7549.309978,542.0474811,564.4128059,1095.584696,1509.861996,0.758779581,0.827429245,2.457844723,3.729455915
dca,dca1,Y,010204,44.35333097,-119.407398,A,ABGR,21.3,14.07668943,160,1728.620664,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,179405.0625,21.81955719,129.54,305.8843689,group3,164,3183.0264,19.40869756,184,699,30.5,0.031686185,ABGR_Warm_Dry,12773.73332,7784.625321,5889.570451,4900.556871,255.4746664,311.3850129,588.9570451,980.1113743,0.576860591,0.893195688,2.463670233,4.67678195
dca,dca1,N,010214,44.35309502,-119.407376,A,ABGR,40.3,21.0312,138,1733.709395,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,178122.7656,24.57907295,129.54,306.2740173,group3,161,3183.3312,19.77224348,182,699,30.5,0.074926429,ABGR_Warm_Dry,59279.6618,23273.49643,11729.84774,6010.771525,1185.593236,930.9398572,1172.984774,1202.154305,0.741725921,0.246648133,0.717213506,0.773922696
dca,dca1,N,010222,44.35223307,-119.407546,A,PIPO,99.8,41.9,333,1755.378472,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.6723938,204.9878387,183229.7344,22.11750412,129.54,300.7138672,group3,147,3054.4008,20.77823673,161,699,30.5,0.185609221,ABGR_Warm_Dry,73692.74445,32807.31122,14508.00682,8445.656628,1473.854889,1312.292449,1450.800682,1689.131326,-0.592280597,-0.721658428,-0.61074221,-0.419889053
dca,dca1,N,010234,44.35344265,-119.4078639,A,ABGR,72.9,27,213,1713.728773,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.2891998,203.1170502,175893.3438,23.30404091,129.54,305.1864014,group3,165,2952.2928,17.89268364,181,699,30.5,0.001963495,ABGR_Warm_Dry,139396.0198,74211.48078,34466.28734,19960.16704,2787.920396,2968.459231,3446.628734,3992.033409,1.232630623,1.386217588,1.793003212,2.256986757
dca,dca1,N,010242,44.35317629,-119.4072582,A,PIPO,63.8,35.5,324,1734.74256,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,175531.4688,25.56159973,129.54,305.6099548,group3,163,3272.9424,20.07940123,190,699,30.5,0,ABGR_Warm_Dry,68033.12194,38124.63586,14145.03506,6862.565364,1360.662439,1524.985434,1414.503506,1372.513073,0.668555588,0.98954299,0.773728356,0.691704535
dca,dca1,Y,010252,44.35315504,-119.407499,D,PIPO,11.3,11.09550909,104,1730.219375,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.2891998,203.1170502,178122.7656,22.62365723,129.54,306.9737854,group3,158,3074.5176,19.45897215,183,699,30.5,0.001267278,ABGR_Warm_Dry,3034.16118,931.8617262,228.3058213,77.5027766,60.68322361,37.27446905,22.83058213,15.50055532,-0.04347364,-0.347020711,-0.534318141,-0.629368399
dca,dca1,Y,010264,44.35310272,-119.4075454,A,ABGR,13.7,11,93,1730.219375,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.2891998,203.1170502,178122.7656,22.62365723,129.54,306.9737854,group3,162,3144.6216,19.41124444,180,699,30.5,0,ABGR_Warm_Dry,5119.817419,2572.444136,1505.328049,738.9779903,102.3963484,102.8977654,150.5328049,147.7955981,0.599568581,0.610588202,1.657461406,1.597305929
dca,dca1,Y,010274,44.35313282,-119.4075828,A,ABGR,12.3,10.7,90,1730.219375,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.2891998,203.1170502,178122.7656,22.62365723,129.54,306.9737854,group3,168,3234.5376,19.2532,186,699,30.5,0.037346192,ABGR_Warm_Dry,7867.947898,1286.059962,934.3300755,601.9495728,157.358958,51.44239846,93.43300755,120.3899146,0.273551115,-0.63147582,-0.272677985,-0.042338867
dca,dca1,Y,010284,44.35314498,-119.407579,D,ABGR,11.2,10.57101043,86,1730.219375,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.2891998,203.1170502,178122.7656,22.62365723,129.54,306.9737854,group3,166,3211.068,19.34378313,186,699,30.5,0.027250923,ABGR_Warm_Dry,8862.766827,3093.463454,440.5706706,112.835955,177.2553365,123.7385382,44.05706706,22.567191,0.404817812,-0.046300059,-0.717972071,-0.899120186
dca,dca1,N,010294,44.35303087,-119.4084406,A,ABGR,73.2,24.8,245,1708.665193,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.2891998,203.1170502,176043.0156,24.50040054,129.54,302.7678528,group3,151,2889.8088,19.13780662,168,699,30.5,0.004790929,ABGR_Warm_Dry,45998.58639,24311.82516,12168.10714,5653.102458,919.9717279,972.4730065,1216.810714,1130.620492,0.168581687,0.280064258,0.798897259,0.615878714
dca,dca1,N,010304,44.35290937,-119.4071974,A,ABGR,69.1,30,191,1747.405452,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.7978821,210.2081604,176533.25,25.91618156,129.54,303.2229919,group3,168,3316.224,19.73942857,184,699,30.5,0.033379422,ABGR_Warm_Dry,100204.5673,41291.61729,18353.4155,8749.095523,2004.091345,1651.664692,1835.34155,1749.819105,0.708960294,0.270820755,0.499169245,0.39284708
dca,dca1,N,010314,44.35308797,-119.4079054,A,ABGR,58.9,24,169,1720.832637,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.2891998,203.1170502,178729.0313,21.81940842,129.54,304.6423645,group3,162,3072.384,18.96533333,181,699,30.5,0.114687767,ABGR_Warm_Dry,129696.7945,55494.17837,26929.70584,13597.99896,2593.93589,2219.767135,2692.970584,2719.599791,0.944682369,0.644067103,1.024248982,1.045643463
dca,dca1,N,010324,44.35319804,-119.407724,A,ABGR,26.1,15.72344257,108,1721.741381,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.2891998,203.1170502,178729.0313,21.27892876,129.54,306.0357361,group3,170,3190.0368,18.76492235,184,699,30.5,0.035292774,ABGR_Warm_Dry,35650.02657,20240.06724,13857.74992,7075.086567,713.0005314,809.6026897,1385.774992,1415.017313,0.626222482,0.868734628,2.315170024,2.388580579
dca,dca1,Y,010334,44.35281836,-119.4079993,D,ABGR,6.4,3,95,1726.515341,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.6723938,204.9878387,178673.9375,22.52191353,129.54,303.7693481,group3,157,3104.388,19.77317197,179,699,30.5,0,ABGR_Warm_Dry,3136.161468,810.7294533,240.2994796,143.4466914,62.72322936,32.42917813,24.02994796,28.68933827,0.493090667,-0.25503152,-0.462453445,-0.347388173
dca,dca1,Y,010344,44.35278527,-119.4080149,A,ABGR,18.4,10,84,1726.515341,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.6723938,204.9878387,177785.1094,22.52191353,129.54,303.7693481,group3,159,3198.876,20.11871698,179,699,30.5,0.020106193,ABGR_Warm_Dry,20878.53249,11253.49685,5589.808477,2741.263586,417.5706498,450.1398738,558.9808477,548.2527172,0.639590924,0.780635462,1.251983041,1.205523715
dca,dca1,Y,010354,44.35281162,-119.4080246,A,ABGR,14.3,10,92,1726.515341,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.6723938,204.9878387,178673.9375,22.52191353,129.54,303.7693481,group3,157,3090.9768,19.68775032,178,699,30.5,0,ABGR_Warm_Dry,13051.22894,7557.49854,3954.968585,2090.717345,261.0245789,302.2999416,395.4968585,418.1434689,0.739568112,1.01807504,1.646924439,1.799733221
dca,dca1,Y,010364,44.35283496,-119.4080098,D,ABGR,13.8,10,97,1724.234996,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.6723938,204.9878387,178673.9375,22.38876152,129.54,303.7945557,group3,156,3085.4904,19.77878462,177,699,30.5,0,ABGR_Warm_Dry,6638.089773,2043.573349,1179.690661,670.8544386,132.7617955,81.74293394,117.9690661,134.1708877,0.530074603,-0.139990504,0.335791715,0.548581162
dca,dca1,N,010374,44.35286532,-119.4076865,A,ABGR,41.3,22,135,1734.489998,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.6723938,204.9878387,178673.9375,23.66264915,129.54,305.5342712,group3,169,3461.9184,20.48472426,184,699,30.5,0,ABGR_Warm_Dry,127228.0408,50649.18308,23336.57867,13035.00984,2544.560817,2025.967323,2333.657867,2607.001969,0.853783864,0.421542189,0.677998696,0.905827842
dca,dca1,N,010382,44.35272269,-119.4079121,A,PIPO,33.3,17,137,1732.316215,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.6723938,204.9878387,177785.1094,23.05020332,129.54,304.0173645,group3,157,3304.6416,21.04867261,180,699,30.5,0,ABGR_Warm_Dry,43967.18609,20306.50596,7409.99888,3516.396909,879.3437218,812.2602383,740.999888,703.2793819,0.690930477,0.527416955,0.353722474,0.261780129
dca,dca1,N,010392,44.3533007,-119.4082189,A,PIPO,91.9,30,534,1704.887638,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.2891998,203.1170502,175031.6875,26.0158844,129.54,304.3555603,group3,160,2898.3432,18.114645,187,699,30.5,0,ABGR_Warm_Dry,48781.95675,24518.93654,8910.574327,4033.043131,975.6391349,980.7574617,891.0574327,806.6086262,-0.320445195,-0.31149126,-0.468411339,-0.616144997
dca,dca1,N,010404,44.35286842,-119.4081142,A,ABGR,41,20.9,169,1720.792304,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.6723938,204.9878387,177788.9063,22.83813095,129.54,303.0930481,group3,156,2979.1152,19.09689231,176,699,30.5,0.141862543,ABGR_Warm_Dry,108053.0577,52590.84441,30706.45344,15966.23737,2161.061154,2103.633777,3070.645344,3193.247474,1.083233755,1.027833769,1.96070638,2.078980217
dca,dca1,N,010414,44.35309551,-119.4080203,A,ABGR,101.9,34,269,1717.442332,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.2891998,203.1170502,178729.0313,22.83585167,129.54,303.3995667,group3,158,2954.7312,18.70083038,175,699,30.5,0.075260779,ABGR_Warm_Dry,91763.78513,45210.79811,23642.33355,11779.6555,1835.275703,1808.431924,2364.233355,2355.931099,0.236296404,0.204379387,0.865222402,0.855351093
dca,dca1,N,010422,44.35230052,-119.4075606,A,PIPO,92.9,38.5,266,1753.164356,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.6723938,204.9878387,181114.4219,23.28555679,129.54,302.1647949,group3,146,2940.7104,20.14185205,166,699,30.5,0.367625245,ABGR_Warm_Dry,181170.2775,89651.3132,31587.51184,14899.60132,3623.405549,3586.052528,3158.751184,2979.920264,1.036959057,1.013187783,0.741255359,0.627448261
dca,dca1,N,010432,44.35344924,-119.4068176,A,PIPO,60.7,31,309,1742.458107,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,174908.1094,26.20223045,129.54,305.9152222,group3,162,3472.5864,21.43571852,180,699,30.5,0,ABGR_Warm_Dry,49878.22933,35781.75386,18062.05383,7392.720434,997.5645865,1431.270155,1806.205383,1478.544087,0.639204977,1.504481686,2.252506947,1.598796898
dca,dca1,N,010442,44.35345785,-119.4069144,A,PIPO,74.9,37.4,310,1738.389742,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,153.1340027,204.7323303,177282.7656,26.16597748,129.54,305.0503235,group3,159,3330.2448,20.94493585,179,699,30.5,0,ABGR_Warm_Dry,64894.08874,35280.98023,13490.11447,6201.15204,1297.881775,1411.239209,1349.011447,1240.230408,0.062317042,0.307862601,0.173069935,-0.062562612
dca,dca1,N,010452,44.35404018,-119.4070115,A,PIPO,53.8,28,261,1720.350731,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,152.9500732,204.1569977,175198.125,22.41173935,129.54,305.4065552,group3,165,3172.3584,19.22641455,190,699,30.5,0,ABGR_Warm_Dry,58648.71941,44583.24487,14072.75644,5632.522513,1172.974388,1783.329795,1407.275644,1126.504503,0.633970194,1.530660646,0.978188819,0.565699966
dca,dca2,Y,010463,44.35347179,-119.4044875,A,PSME,13.2,7,61,1796.788112,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.8470306,211.1960297,185214.2813,18.41930199,129.54,325.6718445,group3,163,3202.5336,19.6474454,183,301,27.8,0.001963495,ABGR_Warm_Dry,22084.72123,13547.43219,3113.434873,1836.871632,441.6944245,541.8972878,311.3434873,367.3743263,0.037771782,0.268289945,-0.262102469,-0.133202698
dca,dca2,Y,010474,44.35335308,-119.4047182,D,ABGR,31.7,15.6,96,1795.429311,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.8470306,211.1960297,184201.7969,18.25924873,129.54,319.5311279,group3,162,3036.4176,18.74331852,183,301,27.8,0.012271846,ABGR_Warm_Dry,65065.80945,38945.81299,20062.11769,9626.893267,1301.316189,1557.83252,2006.211769,1925.378653,0.737364131,1.103533256,1.743580763,1.62819399
dca,dca2,Y,010483,44.35353348,-119.4046327,A,PSME,31,16,82,1792.154646,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.8470306,211.1960297,185214.2813,18.55130959,129.54,325.3336487,group3,153,3110.1792,20.32796863,175,301,27.8,0,ABGR_Warm_Dry,56912.79249,30212.0808,16620.03045,10038.28985,1138.25585,1208.483232,1662.003045,2007.65797,0.529537245,0.647543623,1.409614323,1.990434573
dca,dca2,Y,010493,44.35353297,-119.4045629,D,PSME,5.2,4,54,1793.977791,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.8470306,211.1960297,185214.2813,18.48044205,129.54,327.3383484,group3,160,3178.7592,19.867245,183,301,27.8,0,ABGR_Warm_Dry,3301.991065,2345.368248,1629.957229,941.6870572,67.38757275,93.81472991,162.9957229,188.3374114,-7.86E-17,0.426336108,1.542398465,1.951223251
dca,dca2,N,010503,44.35354959,-119.4045147,D,PSME,23,16,86,1793.977791,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.8470306,211.1960297,185214.2813,18.48044205,129.54,327.3383484,group3,161,3184.8552,19.78170932,188,301,27.8,0,ABGR_Warm_Dry,26098.41749,8150.026476,5663.935926,2433.337869,521.9683497,326.001059,566.3935926,486.6675737,0.401875528,-0.208093747,0.540153875,0.291998065
dca,dca2,N,010513,44.35339521,-119.4045162,A,PSME,16.3,12.6,77,1799.480115,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.8470306,211.1960297,185214.2813,18.00369072,129.54,323.3956909,group3,162,3131.2104,19.32845926,182,301,27.8,0,ABGR_Warm_Dry,20245.04133,8402.518791,4640.245133,2807.206244,404.9008265,336.1007516,464.0245133,561.4412488,0.406938659,0.16221774,0.617240799,0.963750786
dca,dca2,N,010523,44.35354045,-119.4046362,A,PSME,43,22,91,1792.154646,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.8470306,211.1960297,184201.7969,18.55130959,129.54,325.3336487,group3,154,3137.0016,20.37014026,176,301,27.8,0.096211275,ABGR_Warm_Dry,103247.343,49500.59387,24510.69677,11871.45032,2064.94686,1980.023755,2451.069677,2374.290064,0.607844785,0.522408389,0.996301402,0.919057718
dca,dca2,N,010532,44.35357992,-119.4045707,A,PIPO,99.3,31.9,306,1793.977791,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.8470306,211.1960297,185214.2813,18.48044205,129.54,327.3383484,group3,159,3172.6632,19.9538566,182,301,27.8,0.565702662,ABGR_Warm_Dry,138934.6339,65350.40099,22781.67727,11628.57756,2778.692678,2614.016039,2278.167727,2325.715512,0.288737242,0.194071931,0.0010076,0.028340717
dca,dca2,Y,010544,44.35335,-119.4048833,U,ABGR,15.5,11.67420978,110,1793.223827,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.8470306,211.1960297,184201.7969,18.75928688,129.54,317.0162964,group3,155,2932.176,18.91726452,178,301,27.8,0.003551022,ABGR_Warm_Dry,1574.918411,1322.706326,654.1351967,319.537672,36.62600955,52.90825303,65.41351967,63.9075344,-4.95E-17,0.629415237,1.112825608,1.054609425
dca,dca2,Y,010554,44.35335,-119.4048833,U,ABGR,23.2,12.34877955,120,1793.223827,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.8470306,211.1960297,184201.7969,18.75928688,129.54,317.0162964,group3,155,2932.176,18.91726452,178,301,27.8,0.001712551,ABGR_Warm_Dry,35047.77886,14300.81627,9642.357442,5456.087214,700.9555772,572.0326509,964.2357442,1091.217443,0.85585733,0.52303666,1.53552761,1.863336907
dca,dca2,Y,010564,44.35335,-119.4048833,U,ABGR,23.9,12.49839271,122,1793.223827,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.8470306,211.1960297,184201.7969,18.75928688,129.54,317.0162964,group3,155,2932.176,18.91726452,178,301,27.8,0.004297064,ABGR_Warm_Dry,21518.65555,4064.24323,2515.565286,1380.385653,430.3731111,162.5697292,251.5565286,276.0771305,0.386377191,-0.494048559,-0.201497102,-0.120883596
dca,dca2,Y,010574,44.35335,-119.4048833,U,ABGR,15.7,11.18691917,109,1793.223827,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.8470306,211.1960297,184201.7969,18.75928688,129.54,317.0162964,group3,155,2932.176,18.91726452,178,301,27.8,0.018348168,ABGR_Warm_Dry,11889.74224,6102.199725,2627.899529,1416.369769,237.7948449,244.087989,262.7899529,283.2739538,0.851916044,0.914034196,1.098636902,1.300829678
dca,dca2,N,010584,44.35329658,-119.4047582,D,ABGR,31,2,104,1797.875599,1.889999986,11.30999947,0.363399982,11.78989983,6.074899673,555.5949707,6557,157.8470306,211.1960297,187684.1875,18.04532242,129.54,317.8874817,group3,164,3040.9896,18.54261951,189,301,27.8,0,ABGR_Warm_Dry,72949.35818,41904.89356,23817.55085,12975.9146,1458.987164,1676.195742,2381.755085,2595.18292,0.801101872,1.085106226,2.007638508,2.286699468
