site,year,month,ppt,tmax,vpdmax
cny,1924,1,37.36600113,-0.233999997,2.90199995
cny,1924,2,59.15499878,6.823999882,5.436999798
cny,1924,3,22.82799911,5.525000095,5.448999882
cny,1924,4,14.42000008,12.78899956,10.91899967
cny,1924,5,3.782000065,19.77400017,18.40099907
cny,1924,6,28.88400078,21.3029995,19.75499916
cny,1924,7,4.742000103,26.17000008,28.37599945
cny,1924,8,15.18999958,23.98699951,24.77300072
cny,1924,9,16.65800095,20.45199966,19.2689991
cny,1924,10,41.89199829,13.14799976,10.6079998
cny,1924,11,68.06999969,4.472000122,3.971999884
cny,1924,12,59.30599976,-2.571000099,2.128999949
cny,1925,1,85.61599731,2.881000042,3.368999958
cny,1925,2,58.47100067,5.550000191,4.484000206
cny,1925,3,28.17399979,7.500999928,6.355999947
cny,1925,4,54.96500015,13.31700039,10.50800037
cny,1925,5,48.18799973,17.90399933,14.77900028
cny,1925,6,28.0739994,21.12999916,18.92099953
cny,1925,7,9.545000076,30.00499916,36.24000168
cny,1925,8,21.70599937,24.65800095,25.7859993
cny,1925,9,37.26599884,20.09199905,18.14900017
cny,1925,10,19.26399994,13.76299953,11.52099991
cny,1925,11,37.88100052,6.276000023,5.160999775
cny,1925,12,69.73899841,3.588000059,3.084000111
cny,1926,1,61.60300064,1.363999963,2.779999971
cny,1926,2,82.60700226,6.284999847,4.822000027
cny,1926,3,23.00300026,10.87199974,9.090000153
cny,1926,4,31.27400017,15.8039999,13.20699978
cny,1926,5,38.20500183,16.66300011,13.72799969
cny,1926,6,11.64900017,24.40099907,24.56100082
cny,1926,7,8.894000053,29.56399918,35.42399979
cny,1926,8,41.92900085,25.58600044,27.19300079
cny,1926,9,9.647000313,18.29500008,16.44799995
cny,1926,10,19.01300049,15.89000034,13.22200012
cny,1926,11,126.2229996,6.848999977,5.077000141
cny,1926,12,78.1289978,1.322000027,2.839999914
cny,1927,1,74.61100006,-0.860000014,2.253999949
cny,1927,2,67.85199738,3.459000111,3.601000071
cny,1927,3,39.23400116,6.133999825,5.546999931
cny,1927,4,26.31299973,10.49199963,8.767999649
cny,1927,5,32.125,13.35900021,10.34300041
cny,1927,6,55.53099823,21.5170002,19.40600014
cny,1927,7,10.09200001,26.30200005,28.5340004
cny,1927,8,5.745999813,24.76799965,25.68199921
cny,1927,9,68.25,14.94699955,10.91600037
cny,1927,10,38.11199951,12.81599998,9.652999878
cny,1927,11,126.4729996,4.18200016,3.02699995
cny,1927,12,52.24700165,-2.721999884,1.907999992
cny,1928,1,68.99900055,0.568000019,2.71600008
cny,1928,2,18.69099998,1.955000043,3.421000004
cny,1928,3,63.87799835,5.785999775,4.751999855
cny,1928,4,43.58100128,7.18599987,5.757999897
cny,1928,5,8.43500042,17.57900047,15.49699974
cny,1928,6,23.27099991,17.50399971,14.1420002
cny,1928,7,13.57400036,27.61300087,30.74200058
cny,1928,8,2.796999931,25.80999947,28.22100067
cny,1928,9,20.36599922,21.26300049,21.05699921
cny,1928,10,28.29100037,13.18799973,10.4630003
cny,1928,11,34.00999832,3.980000019,3.529999971
cny,1928,12,45.1969986,-0.39199999,2.253000021
cny,1929,1,99.81600189,-2.855999947,2.176000118
cny,1929,2,19.51799965,-1.838000059,2.790999889
cny,1929,3,40.61600113,4.46999979,4.28399992
cny,1929,4,39.66500092,8.586000443,7.160999775
cny,1929,5,19.16900063,16.77099991,14.48799992
cny,1929,6,51.26800156,18.24500084,14.87199974
cny,1929,7,0,26.74799919,29.86199951
cny,1929,8,5.399000168,28.86800003,34.83100128
cny,1929,9,10.61100006,18.25099945,16.68600082
cny,1929,10,12.80200005,16.08200073,14.06499958
cny,1929,11,9.751000404,7.864999771,7.169000149
cny,1929,12,131.927002,3.532000065,3.415999889
cny,1930,1,48.52099991,-7.159999847,1.412999988
cny,1930,2,68.56099701,6.03399992,5.000999928
cny,1930,3,24.85099983,5.829999924,5.139999866
cny,1930,4,35.63399887,15.17199993,12.52000046
cny,1930,5,53.16799927,13.73600006,10.87800026
cny,1930,6,22.17200089,18.95999908,16.53899956
cny,1930,7,0.006,26.52300072,29.29400063
cny,1930,8,12.25599957,25.32999992,27.63500023
cny,1930,9,36.60400009,20.26199913,18.80400085
cny,1930,10,31.32500076,11.16699982,8.737999916
cny,1930,11,44.38999939,5.888999939,5.423999786
cny,1930,12,28.5189991,-0.430999994,2.174999952
cny,1931,1,66.0059967,1.172999978,2.65199995
cny,1931,2,32.95600128,2.986000061,3.868999958
cny,1931,3,82.16600037,5.418000221,5.014999866
cny,1931,4,25.71699905,10.07400036,8.244000435
cny,1931,5,14.86200047,18.29100037,16.41300011
cny,1931,6,46.77399826,20.00200081,17.01499939
cny,1931,7,0,28.15399933,33.09600067
cny,1931,8,0,26.60899925,30.09600067
cny,1931,9,11.86100006,17.63299942,15.85200024
cny,1931,10,38.6570015,14.48600006,12.34000015
cny,1931,11,64.93800354,2.60800004,3.618000031
cny,1931,12,113.0899963,-0.824000001,1.99000001
cny,1932,1,88.91100311,0.925999999,3.075999975
cny,1932,2,55.65399933,0.363000005,2.767999887
cny,1932,3,96.72699738,5.919000149,5.032999992
cny,1932,4,36.98699951,9.595000267,7.56400013
cny,1932,5,45.68000031,14.11800003,12.85499954
cny,1932,6,9.680999756,23.19000053,24.22200012
cny,1932,7,4.547999859,25.34900093,27.08399963
cny,1932,8,2.177000046,25.25399971,27.25699997
cny,1932,9,1.014000058,23.77099991,25.80400085
cny,1932,10,28.24500084,14.68700027,12.18599987
cny,1932,11,69.18099976,8.44299984,6.163000107
cny,1932,12,67.96399689,-3.190000057,1.667000055
cny,1933,1,87.47699738,1.151000023,2.788000107
cny,1933,2,58.57300186,-1.79400003,2.381000042
cny,1933,3,51.88199997,4.585999966,4.456999779
cny,1933,4,29.1590004,11.56700039,9.984000206
cny,1933,5,52.75699997,12.10999966,9.482000351
cny,1933,6,35.31100082,21.6760006,20.26199913
cny,1933,7,9.781000137,28.5340004,33.54299927
cny,1933,8,8.977000237,27.20000076,30.85300064
cny,1933,9,29.63400078,19.85199928,18.65099907
cny,1933,10,29.70599937,18.53199959,16.71800041
cny,1933,11,27.23999977,9.993000031,7.894000053
cny,1933,12,119.7819977,4.56099987,3.532000065
cny,1934,1,51.1609993,4.565999985,3.937999964
cny,1934,2,26.52700043,7.03000021,5.985000134
cny,1934,3,50.27299881,12.35400009,9.925999641
cny,1934,4,21.61700058,16.10899925,13.71100044
cny,1934,5,24.5359993,19.05699921,16.87000084
cny,1934,6,67.13700104,19.86800003,17.04299927
cny,1934,7,0.374000013,28.04000092,32.31100082
cny,1934,8,0.375999987,27.34300041,31.45599937
cny,1934,9,8.072999954,21.625,21.73500061
cny,1934,10,50.03099823,14.20699978,11.05500031
cny,1934,11,75.09600067,7.236000061,4.675000191
cny,1934,12,65.80699921,1.047000051,2.279000044
cny,1935,1,48.32099915,0.477999985,2.703000069
cny,1935,2,29.66200066,3.253999949,3.844000101
cny,1935,3,28.74399948,4.737999916,5.041999817
cny,1935,4,64.38400269,9.100999832,7.571000099
cny,1935,5,15.93200016,16.3920002,14.28800011
cny,1935,6,30.92700005,22.71800041,21.95199966
cny,1935,7,11.64599991,26.43899918,28.62000084
cny,1935,8,0.144999996,26.6989994,29.84600067
cny,1935,9,0.037999999,25.75399971,28.69400024
cny,1935,10,34.25299835,14.90400028,12.74600029
cny,1935,11,26.41500092,3.960999966,4.295000076
cny,1935,12,51.10900116,2.357000113,3.161000013
cny,1936,1,132.2429962,0.465000004,2.398000002
cny,1936,2,74.0759964,-1.174000025,2.99000001
cny,1936,3,28.1970005,4.350999832,4.650000095
cny,1936,4,40.20000076,12.45800018,9.963999748
cny,1936,5,24.52899933,16.70100021,13.62699986
cny,1936,6,43.47299957,22.32299995,20.20100021
cny,1936,7,9.123000145,27.57299995,30.70999908
cny,1936,8,3.914000034,25.88100052,28.21699905
cny,1936,9,23.31999969,19.22299957,17.54400063
cny,1936,10,1.014000058,18.57799911,17.22200012
cny,1936,11,3.357000113,6.247000217,6.260000229
cny,1936,12,79.06300354,3.39199996,3.519999981
cny,1937,1,100.4049988,-7.486000061,1.442999959
cny,1937,2,63.32799911,1.416000009,3.351999998
cny,1937,3,63.23899841,5.585999966,4.709000111
cny,1937,4,70.99099731,8.723999977,6.346000195
cny,1937,5,6.829999924,19.47500038,17.60899925
cny,1937,6,50.19200134,20.93000031,17.88299942
cny,1937,7,15.57600021,29.57900047,35.08300018
cny,1937,8,5.831999779,23.73999977,23.99699974
cny,1937,9,10.76000023,23.34399986,23.65600014
cny,1937,10,44.23899841,15.65400028,12.54699993
cny,1937,11,93.8259964,6.284999847,4.626999855
cny,1937,12,97.70200348,4.550000191,3.934999943
cny,1938,1,76.40499878,3.29399991,3.657000065
cny,1938,2,85.46700287,2.338000059,3.329999924
cny,1938,3,73.31800079,3.859999895,3.957000017
cny,1938,4,37.38100052,10.27700043,7.559999943
cny,1938,5,25.0720005,15.26299953,12.45400047
cny,1938,6,44.34799957,23.14500046,21.90399933
cny,1938,7,23.7159996,27.01099968,28.97999954
cny,1938,8,4.750999928,25.82900047,28.12299919
cny,1938,9,13,23.3579998,23.40699959
cny,1938,10,48.27399826,13.78100014,10.44499969
cny,1938,11,60.54899979,2.852999926,3.586999893
cny,1938,12,46.89500046,2.01699996,2.865999937
cny,1939,1,47.20500183,1.975000024,2.960999966
cny,1939,2,84.1309967,0.717000008,3.016000032
cny,1939,3,46.45399857,7.431000233,6.044000149
cny,1939,4,11.7869997,15.77900028,13.6619997
cny,1939,5,31.43700027,17.94400024,15.66300011
cny,1939,6,23.09600067,18.66600037,15.68900013
cny,1939,7,8.612999916,29.95000076,36.15100098
cny,1939,8,2.397000074,27.34799957,31.30699921
cny,1939,9,16.1420002,21.38599968,20.56200027
cny,1939,10,27.74399948,15.27600002,12.59899998
cny,1939,11,2.457000017,12.39799976,10.45899963
cny,1939,12,103.9960022,6.007999897,4.596000195
cny,1940,1,75.66600037,1.981999993,3.357000113
cny,1940,2,152.1170044,3.767999887,3.49000001
cny,1940,3,82.88800049,8.67800045,6.688000202
cny,1940,4,54.63299942,10.82400036,8.125
cny,1940,5,11.86200047,19.39900017,17.16200066
cny,1940,6,7.309000015,24.47800064,25.25099945
cny,1940,7,29.0720005,26.97100067,29.44499969
cny,1940,8,0,28.1779995,32.95700073
cny,1940,9,76.96900177,19.79999924,16.53100014
cny,1940,10,63.25799942,17.26099968,14.02799988
cny,1940,11,78.67700195,3.910000086,4.138000011
cny,1940,12,78.03700256,2.818000078,3.181999922
cny,1941,1,56.92499924,3.885999918,4.024000168
cny,1941,2,49.65200043,4.801000118,4.477000237
cny,1941,3,16.01600075,9.652999878,8.104999542
cny,1941,4,35.31999969,12.09799957,9.583999634
cny,1941,5,89.31500244,15.95800018,12.31099987
cny,1941,6,75.09700012,18.72299957,14.64500046
cny,1941,7,33.99300003,28.35000038,31.76600075
cny,1941,8,52.83300018,23.73999977,23.43400002
cny,1941,9,38.95199966,15.82699966,12.33500004
cny,1941,10,55.40800095,12.61100006,9.373999596
cny,1941,11,67.08200073,8.947999954,6.609000206
cny,1941,12,109.4550018,2.493000031,2.895999908
cny,1942,1,47.91400146,0.74000001,3.372999907
cny,1942,2,73.49900055,1.603999972,3.028000116
cny,1942,3,24.91600037,7.370999813,6.53399992
cny,1942,4,43.52899933,12.49199963,10.52799988
cny,1942,5,77.34400177,12.65999985,9.248000145
cny,1942,6,41.50400162,17.36300087,14.01099968
cny,1942,7,7.828000069,28.03000069,31.8029995
cny,1942,8,5.485000134,26.66699982,29.93700027
cny,1942,9,4.004000187,22.96100044,23.28100014
cny,1942,10,25.35000038,15.22000027,12.42099953
cny,1942,11,119.663002,5.010000229,4.214000225
cny,1942,12,154.3339996,2.730999947,2.759000063
cny,1943,1,91.28199768,-0.185000002,3.009000063
cny,1943,2,32.54999924,4.329999924,4.15500021
cny,1943,3,48.33200073,5.903999805,5.760000229
cny,1943,4,68.48200226,12.99499989,10.42399979
cny,1943,5,25.38299942,12.73499966,9.890000343
cny,1943,6,48.9679985,17.03899956,13.09599972
cny,1943,7,17.88599968,25.84399986,27.95100021
cny,1943,8,23.43400002,24.19199944,24.91500092
cny,1943,9,0,24.47500038,24.625
cny,1943,10,46.65200043,13.26099968,10.49300003
cny,1943,11,24.17200089,7.765999794,5.711999893
cny,1943,12,39.11700058,2.440999985,3.15199995
cny,1944,1,22.47200012,1.735000014,3.453999996
cny,1944,2,62.25600052,2.868000031,3.50999999
cny,1944,3,33.47900009,5.001999855,5.369999886
cny,1944,4,55.50899887,10.99800014,8.395999908
cny,1944,5,12.80799961,14.84200001,11.73200035
cny,1944,6,66.06400299,17.24399948,12.78600025
cny,1944,7,6.309000015,25.95499992,27.12000084
cny,1944,8,2.167000055,25.82299995,26.9640007
cny,1944,9,15.62699986,22.83799934,23.16500092
cny,1944,10,20.3390007,17.44300079,14.41100025
cny,1944,11,53.57600021,3.296999931,3.234999895
cny,1944,12,29.14299965,0.112999998,2.177000046
cny,1945,1,66.09300232,1.970000029,2.915999889
cny,1945,2,88.82299805,3.207999945,3.530999899
cny,1945,3,61.66999817,4.092000008,4.393000126
cny,1945,4,36.0909996,8.480999947,6.835999966
cny,1945,5,82.70600128,14.32699966,10.72500038
cny,1945,6,15.96399975,17.67099953,14.77200031
cny,1945,7,2.861000061,27.39299965,31.02899933
cny,1945,8,15.84399986,25.87700081,27.27499962
cny,1945,9,20.78499985,19.40299988,18.06800079
cny,1945,10,26.16500092,15.53999996,12.8920002
cny,1945,11,111.9729996,2.881999969,2.941999912
cny,1945,12,102.3410034,0.671000004,2.562999964
cny,1946,1,74.26200104,1.350000024,2.717999935
cny,1946,2,61.90100098,2.40199995,3.460000038
cny,1946,3,54.84400177,5.184999943,4.541999817
cny,1946,4,22.40699959,12.01099968,9.529999733
cny,1946,5,66.25800323,14.5340004,11.09700012
cny,1946,6,36.61899948,18.28800011,14.79100037
cny,1946,7,13.27299976,25.69499969,26.77700043
cny,1946,8,20.90200043,26.40299988,28.85099983
cny,1946,9,30.37599945,18.93499947,16.3560009
cny,1946,10,58.09400177,8.12100029,6.43200016
cny,1946,11,71.26100159,3.496000051,3.628000021
cny,1946,12,61.87900162,3.127000093,3.153000116
cny,1947,1,51.87099838,0.514999986,2.996000051
cny,1947,2,19.59799957,6.281000137,5.22300005
cny,1947,3,50.35400009,8.175999641,6.203999996
cny,1947,4,41.98699951,11.50300026,8.796999931
cny,1947,5,29.33699989,19.24500084,17.00600052
cny,1947,6,71.54199982,16.50300026,11.88799953
cny,1947,7,0.022,25.82799911,27.1420002
cny,1947,8,6.868000031,24.11499977,24.51799965
cny,1947,9,20.93400002,21.37800026,19.99399948
cny,1947,10,87.23300171,13.00800037,8.982000351
cny,1947,11,87.98500061,3.84100008,3.461999893
cny,1947,12,52.64500046,2.292000055,2.667000055
cny,1948,1,70.17500305,2.75,3.746999979
cny,1948,2,79.4509964,1.468000054,3.207999945
cny,1948,3,52.0340004,3.842000008,4.137000084
cny,1948,4,73.20400238,7.962999821,6.106999874
cny,1948,5,88.5490036,13.32600021,9.045999527
cny,1948,6,70.70200348,20.03700066,14.03199959
cny,1948,7,15.42000008,23.42099953,20.74699974
cny,1948,8,13.9829998,23.1779995,20.45999908
cny,1948,9,22.6970005,19.5720005,17.95800018
cny,1948,10,29.49600029,14.19999981,10.93200016
cny,1948,11,67.15899658,3.47300005,3.252000093
cny,1948,12,116.6039963,-1.998000026,1.664999962
cny,1949,1,20.73399925,-5.743000031,1.722000003
cny,1949,2,125.322998,0.992999971,2.91899991
cny,1949,3,33.32300186,5.110000134,4.157999992
cny,1949,4,22.08499908,14.0369997,11.18099976
cny,1949,5,48.7120018,16.93799973,13.26599979
cny,1949,6,6.373000145,20.67200089,18.64699936
cny,1949,7,0,26.1609993,27.75099945
cny,1949,8,2.124000072,25.79800034,26.55200005
cny,1949,9,32.16899872,21.31599998,19.7329998
cny,1949,10,22.55599976,11.28499985,8.609999657
cny,1949,11,67.89900208,10.86800003,7.380000114
cny,1949,12,68.34600067,0.728999972,2.619999886
cny,1950,1,103.762001,-3.654999971,2.203000069
cny,1950,2,52.09199905,2.329999924,3.266000032
cny,1950,3,83.4960022,4.072999954,4.184999943
cny,1950,4,30.27400017,9.970000267,8.166999817
cny,1950,5,13.45699978,14.94099998,12.31900024
cny,1950,6,47.86899948,19.19400024,15.00800037
cny,1950,7,12.64900017,26.74799919,28.26799965
cny,1950,8,7.834000111,26.89999962,28.68000031
cny,1950,9,9.616000175,21.48200035,20.75600052
cny,1950,10,67.86399841,14.37699986,10.03100014
cny,1950,11,53.25,5.979000092,4.388000011
cny,1950,12,86.71499634,4.589000225,2.723999977
cny,1951,1,106.6650009,-0.381000012,2.391000032
cny,1951,2,57.24900055,3.535000086,3.914999962
cny,1951,3,64.70300293,4.511000156,5.098999977
cny,1951,4,25.99500084,14.14400005,11.92300034
cny,1951,5,33.81900024,16.52199936,12.95199966
cny,1951,6,16.86199951,20.42900085,17.93899918
cny,1951,7,3.832999945,28.08099937,31.54199982
cny,1951,8,5.593999863,25.67399979,27.44199944
cny,1951,9,7.199999809,23.54700089,23.93400002
cny,1951,10,63.02199936,11.44200039,7.956999779
cny,1951,11,63.7840004,4.839000225,4.162000179
cny,1951,12,123.4300003,-0.944999993,2
cny,1952,1,77.27899933,-1.52699995,1.980000019
cny,1952,2,67.05400085,1.789999962,3.171999931
cny,1952,3,51.04899979,3.15899992,3.78399992
cny,1952,4,26.36400032,14.4659996,11.54500008
cny,1952,5,55.12200165,16.625,12.70800018
cny,1952,6,56.82699966,19.24099922,14.81999969
cny,1952,7,3.687999964,26.97400093,28.69400024
cny,1952,8,5.006000042,25.95800018,26.09600067
cny,1952,9,13.48799992,24.15399933,23.99399948
cny,1952,10,0,19.79400063,17.20199966
cny,1952,11,20.39900017,5.522999763,5.304999828
cny,1952,12,95.46600342,1.057000041,2.22300005
cny,1953,1,139.7969971,4.284999847,2.818000078
cny,1953,2,76.65899658,4.039999962,3.812999964
cny,1953,3,77.65699768,6.140999794,5.137000084
cny,1953,4,49.19800186,9.289999962,7.090000153
cny,1953,5,79.35900116,11.85299969,8.119999886
cny,1953,6,51.82899857,16.05200005,11.01099968
cny,1953,7,0,27.52899933,29.6060009
cny,1953,8,25.83399963,24.7140007,23.85300064
cny,1953,9,1.376999974,24.00600052,23.88999939
cny,1953,10,25.29899979,15.34000015,11.48900032
cny,1953,11,64.94499969,7.277999878,4.65199995
cny,1953,12,88.00800323,2.22300005,2.362999916
cny,1954,1,79.19499969,1.055999994,2.786999941
cny,1954,2,27.40800095,7.129000187,5.778999805
cny,1954,3,37.28699875,4.875999928,5.117000103
cny,1954,4,35.18899918,11.79599953,9.442000389
cny,1954,5,28.28000069,17.33300018,14.63199997
cny,1954,6,50.59199905,17.38500023,13.39700031
cny,1954,7,7.613999844,26.59700012,27.47599983
cny,1954,8,25.99099922,22.58699989,20.59499931
cny,1954,9,9.005999565,19.69000053,16.45499992
cny,1954,10,12.43500042,13.45400047,10.27499962
cny,1954,11,34.86199951,8.49600029,5.205999851
cny,1954,12,61.58200073,1.19599998,2.638999939
cny,1955,1,44.95100021,-0.772000015,2.006000042
cny,1955,2,43.56299973,0.488000005,2.821000099
cny,1955,3,50.04999924,3.131999969,4.18200016
cny,1955,4,59.57300186,6.15500021,5.196000099
cny,1955,5,29.13899994,13.06599998,9.788999557
cny,1955,6,11.3579998,20.88899994,18.13599968
cny,1955,7,20.49200058,23.78199959,22.01600075
cny,1955,8,0,28.04000092,31.68199921
cny,1955,9,34.20100021,21.35300064,20.81399918
cny,1955,10,38.84799957,14.59599972,10.38000011
cny,1955,11,92.40799713,2.415999889,3.392999887
cny,1955,12,145.9470062,1.537999988,2.752000093
cny,1956,1,118.5490036,0.467000008,2.239000082
cny,1956,2,69.09100342,-0.635999978,2.667000055
cny,1956,3,36.83100128,5.506999969,5.045000076
cny,1956,4,12.62199974,13.25199986,10.32600021
cny,1956,5,96.6989975,15.78600025,11.38199997
cny,1956,6,40.32500076,18.9260006,14.77499962
cny,1956,7,23.77199936,26.99799919,27.86700058
cny,1956,8,28.30900002,24.71999931,24.37000084
cny,1956,9,1.375,22.36199951,21.23399925
cny,1956,10,58.60900116,11.59399986,8.569000244
cny,1956,11,20.56100082,6.092999935,4.916999817
cny,1956,12,73.20500183,3.921999931,3.826999903
cny,1957,1,51.67100143,-3.138999939,2.257999897
cny,1957,2,84.63800049,3.177000046,3.494999886
cny,1957,3,91.71299744,5.169000149,4.231999874
cny,1957,4,33.92499924,9.774000168,6.761000156
cny,1957,5,81.33599854,14.66800022,8.812999725
cny,1957,6,24.73399925,20.74600029,17.00399971
cny,1957,7,8.286999702,25.62700081,25.7310009
cny,1957,8,7.93599987,24.03199959,23.46100044
cny,1957,9,12.88300037,22.93199921,21.74699974
cny,1957,10,82.52200317,10.43999958,7.131000042
cny,1957,11,39.96300125,4.077000141,4.217999935
cny,1957,12,119.4840012,3.003999949,3.221999884
cny,1958,1,95.70899963,1.962000012,2.951999903
cny,1958,2,87.16200256,5.635000229,3.770999908
cny,1958,3,52.02999878,3.892999887,4.102000237
cny,1958,4,64.69400024,8.031000137,6.002999783
cny,1958,5,34.15599823,19.58600044,16.29999924
cny,1958,6,62.83499908,20.06999969,14.86999989
cny,1958,7,25.86400032,26.42200089,26.52000046
cny,1958,8,10.89799976,27.53800011,29.54999924
cny,1958,9,21.18600082,19.99900055,17.98900032
cny,1958,10,19.21899986,16.85000038,14.18799973
cny,1958,11,85.72799683,5.352000237,4.525000095
cny,1958,12,113.3270035,4.705999851,3.625
cny,1959,1,88.17500305,1.753999949,3.015000105
cny,1959,2,60.20600128,2.03399992,3.010999918
cny,1959,3,50.57699966,6.032999992,5.387000084
cny,1959,4,17.6420002,12.625,10.12199974
cny,1959,5,45.13999939,12.0880003,9.236000061
cny,1959,6,15.9289999,20.97699928,18.26600075
cny,1959,7,6.199999809,27.88100052,31.6989994
cny,1959,8,12.02299976,24.95800018,26.08399963
cny,1959,9,88.40000153,17.2689991,13.8739996
cny,1959,10,37.20899963,13.51799965,9.668000221
cny,1959,11,32.44100189,7.102000237,6.257999897
cny,1959,12,34.97800064,3.049000025,3.711999893
cny,1960,1,61.12200165,-1.508999944,1.986999989
cny,1960,2,73.78800201,1.325999975,2.979000092
cny,1960,3,69.77500153,7.198999882,6.559000015
cny,1960,4,35.47900009,10.34200001,7.926000118
cny,1960,5,76.42700195,13.03899956,9.557999611
cny,1960,6,4.401000023,22.15099907,20.20499992
cny,1960,7,10.0340004,29.6590004,35.05699921
cny,1960,8,23.22699928,23.94099998,24.18600082
cny,1960,9,16.85400009,22.80800056,21.99600029
cny,1960,10,29.31200027,13.91600037,10.90799999
cny,1960,11,93.11199951,4.131000042,3.671999931
cny,1960,12,44.17100143,2.371000051,3.279000044
cny,1961,1,27.29800034,3.878000021,4.102000237
cny,1961,2,97.40200043,4.403999805,3.407000065
cny,1961,3,71.43199921,5.410999775,4.497000217
cny,1961,4,23.70599937,9.94699955,8.012999535
cny,1961,5,44.67399979,14.38500023,10.71500015
cny,1961,6,17.92300034,24.85300064,24.55999947
cny,1961,7,4.863999844,28.38500023,31.39100075
cny,1961,8,8.670999527,29.01399994,32.95199966
cny,1961,9,15.52499962,17.83600044,15.61299992
cny,1961,10,37.00400162,12.50800037,9.961000443
cny,1961,11,71.98300171,4.747000217,4.834000111
cny,1961,12,80.33799744,0.093000002,2.338000059
cny,1962,1,46.67300034,-0.131999999,2.947000027
cny,1962,2,52.91899872,2.463000059,3.279000044
cny,1962,3,57.81900024,3.96600008,4.281000137
cny,1962,4,40.29299927,13.82600021,11.23799992
cny,1962,5,75.74900055,12.19900036,8.371999741
cny,1962,6,6.28000021,20.34300041,17.95199966
cny,1962,7,1.66900003,25.41399956,26.76499939
cny,1962,8,6.592000008,24.25499916,24.05599976
cny,1962,9,16.88599968,22.68000031,22.36300087
cny,1962,10,80.8239975,13.79599953,9.642999649
cny,1962,11,66.94400024,6.143000126,4.258999825
cny,1962,12,67.91200256,3.796999931,3.250999928
cny,1963,1,31.75399971,-0.236000001,3.325999975
cny,1963,2,70.44799805,7.953000069,5.650000095
cny,1963,3,46.9980011,5.992000103,5.455999851
cny,1963,4,72.19400024,6.84499979,5.165999889
cny,1963,5,36.2840004,16.15299988,13.13000011
cny,1963,6,30.89299965,18.52599907,14.45400047
cny,1963,7,11.63799953,23.51499939,22.32500076
cny,1963,8,7.889999866,25.39999962,25.61499977
cny,1963,9,39.13000107,23.52099991,21.97599983
cny,1963,10,15.09599972,14.97299957,11.59899998
cny,1963,11,88.52100372,5.480999947,4.15500021
cny,1963,12,54.19400024,2.493999958,3.075000048
cny,1964,1,101.7529984,0.082999997,2.253000021
cny,1964,2,25.00499916,3.178999901,3.963999987
cny,1964,3,51.75500107,3.803999901,4.249000072
cny,1964,4,25.96699905,9.048000336,7.337999821
cny,1964,5,17.39599991,14.23400021,11.73400021
cny,1964,6,86.01100159,18.09700012,14.07600021
cny,1964,7,22.6760006,26.41600037,27.48900032
cny,1964,8,19.29999924,23.66200066,23.42099953
cny,1964,9,12.0909996,19.33399963,17.02400017
cny,1964,10,29.90800095,16.95299911,14.21100044
cny,1964,11,65.4940033,3.779999971,3.529000044
cny,1964,12,246.4949951,0.331999987,2.381999969
cny,1965,1,187.9579926,0.906000018,2.049999952
cny,1965,2,35.80899811,4.461999893,4.410999775
cny,1965,3,23.11800003,6.114999771,6.357999802
cny,1965,4,42.97299957,11.04899979,8.255000114
cny,1965,5,18.78499985,13.22299957,10.37699986
cny,1965,6,51.03699875,19.19400024,15.95100021
cny,1965,7,28.96299934,25.12199974,25.35199928
cny,1965,8,86.53900146,22.95599937,21.05200005
cny,1965,9,4.048999786,17.18300056,14.88500023
cny,1965,10,7.131999969,17.36100006,14.92500019
cny,1965,11,53.47100067,6.260000229,4.393000126
cny,1965,12,27.14999962,1.031999946,2.674999952
cny,1966,1,76.69200134,0.832000017,2.664000034
cny,1966,2,48.4679985,1.598999977,3.16899991
cny,1966,3,47.56200027,6.842000008,6.034999847
cny,1966,4,12.92800045,11.92500019,10.375
cny,1966,5,16.34000015,18.0529995,16.12100029
cny,1966,6,35.05199814,18.09000015,14.46800041
cny,1966,7,17.73999977,25.02300072,25.59900093
cny,1966,8,5.616000175,25.77899933,27.97999954
cny,1966,9,29.96699905,21.77000046,19.46800041
cny,1966,10,29.26000023,13.71100044,11.11800003
cny,1966,11,98.96399689,5.927999973,4.456999779
cny,1966,12,136.6690063,1.383000016,2.342000008
cny,1967,1,96.46800232,1.894000053,2.721999884
cny,1967,2,19.48999977,4.960000038,4.755000114
cny,1967,3,49.37900162,4.616000175,4.78399992
cny,1967,4,45.50099945,5.271999836,4.94299984
cny,1967,5,35.13800049,15.29500008,12.27600002
cny,1967,6,35.98500061,19.43499947,15.53800011
cny,1967,7,2.52699995,27.88800049,31.56999969
cny,1967,8,3.486999989,29.14800072,34.78699875
cny,1967,9,10.84599972,24.64900017,25.73600006
cny,1967,10,51.58499908,13.28299999,10.2510004
cny,1967,11,41.67599869,6.318999767,5.017000198
cny,1967,12,96.48600006,-0.584999979,2.09100008
cny,1968,1,58.76599884,0.953000009,2.957999945
cny,1968,2,79.78099823,5.926000118,4.448999882
cny,1968,3,24.98600006,8.831999779,7.157999992
cny,1968,4,18.84700012,9.196000099,7.790999889
cny,1968,5,31.72900009,14.36699963,11.14099979
cny,1968,6,28.90800095,20.10300064,17.37299919
cny,1968,7,2.190000057,28.07099915,31.51099968
cny,1968,8,63.31800079,21.26300049,18.76000023
cny,1968,9,15.1619997,20.17000008,18.0890007
cny,1968,10,43.94300079,12.81400013,10.21500015
cny,1968,11,95.56999969,4.124000072,3.312000036
